,Image,object
546,IMG_20200808_121527.jpg,rock
547,IMG_20200808_121527.jpg,wall
548,IMG_20200808_121527.jpg,person
549,IMG_20200808_121527.jpg,book
550,PHOTO-2023-10-24-16-07-19.jpg,sand
551,PHOTO-2023-10-24-16-07-19.jpg,sky
552,PHOTO-2023-10-24-16-07-19.jpg,person
553,PHOTO-2023-10-24-16-07-19.jpg,car
554,IMG_20200206_101716.jpg,banner
555,IMG_20200206_101716.jpg,ceiling
556,IMG_20200206_101716.jpg,table
557,IMG_20200206_101716.jpg,wall
558,IMG_20200206_101716.jpg,person
559,IMG_20200206_101716.jpg,bottle
560,IMG_4229.JPG,tree
561,IMG_4229.JPG,sky
562,IMG_4229.JPG,dirt
563,IMG_4229.JPG,building
564,IMG_4229.JPG,wall
565,IMG_4229.JPG,person
566,IMG_4229.JPG,truck
567,PHOTO-2023-10-24-16-06-59.jpg,sand
568,PHOTO-2023-10-24-16-06-59.jpg,water
569,PHOTO-2023-10-24-16-06-59.jpg,sky
570,PHOTO-2023-10-24-16-06-59.jpg,floor
571,PHOTO-2023-10-24-16-06-59.jpg,pavement
572,PHOTO-2023-10-24-16-06-59.jpg,wall
573,PHOTO-2023-10-24-16-06-59.jpg,person
574,PHOTO-2023-10-24-16-06-59.jpg,bottle
575,PHOTO-2023-10-24-16-06-59.jpg,bowl
576,snapshot_008.bmp,water
577,snapshot_008.bmp,tree
578,snapshot_008.bmp,sky
579,snapshot_008.bmp,table
580,snapshot_008.bmp,grass
581,snapshot_008.bmp,dirt
582,snapshot_008.bmp,person
583,PHOTO-2023-10-24-16-06-48.jpg,door-stuff
584,PHOTO-2023-10-24-16-06-48.jpg,sand
585,PHOTO-2023-10-24-16-06-48.jpg,sky
586,PHOTO-2023-10-24-16-06-48.jpg,pavement
587,PHOTO-2023-10-24-16-06-48.jpg,building
588,PHOTO-2023-10-24-16-06-48.jpg,wall
589,PHOTO-2023-10-24-16-06-48.jpg,person
590,PHOTO-2023-10-24-16-06-48.jpg,motorcycle
591,PHOTO-2023-10-24-16-06-48.jpg,dining table
592,PHOTO-2023-10-24-16-07-15.jpg,banner
593,PHOTO-2023-10-24-16-07-15.jpg,wall-brick
594,PHOTO-2023-10-24-16-07-15.jpg,tree
595,PHOTO-2023-10-24-16-07-15.jpg,sky
596,PHOTO-2023-10-24-16-07-15.jpg,dirt
597,PHOTO-2023-10-24-16-07-15.jpg,building
598,PHOTO-2023-10-24-16-07-15.jpg,person
599,PHOTO-2023-10-30-12-29-16.jpg,road
600,PHOTO-2023-10-30-12-29-16.jpg,sky
601,PHOTO-2023-10-30-12-29-16.jpg,pavement
602,PHOTO-2023-10-30-12-29-16.jpg,dirt
603,PHOTO-2023-10-30-12-29-16.jpg,person
604,PHOTO-2023-10-30-12-29-16.jpg,car
605,PHOTO-2023-10-30-12-29-16.jpg,truck
606,IMG_20200206_145813.jpg,floor
607,IMG_20200206_145813.jpg,wall
608,IMG_20200206_145813.jpg,person
609,IMG_20200206_145813.jpg,bench
610,IMG_20200206_145813.jpg,handbag
611,PHOTO-2023-10-24-16-06-52.jpg,sand
612,PHOTO-2023-10-24-16-06-52.jpg,floor
613,PHOTO-2023-10-24-16-06-52.jpg,pavement
614,PHOTO-2023-10-24-16-06-52.jpg,wall
615,PHOTO-2023-10-24-16-06-52.jpg,person
616,PHOTO-2023-10-24-16-06-52.jpg,bottle
617,PHOTO-2023-10-24-16-06-52.jpg,spoon
618,PHOTO-2023-10-24-16-06-52.jpg,bowl
619,IMG_20200206_114443.jpg,window
620,IMG_20200206_114443.jpg,table
621,IMG_20200206_114443.jpg,floor
622,IMG_20200206_114443.jpg,wall
623,IMG_20200206_114443.jpg,person
624,IMG_20200206_114443.jpg,handbag
625,IMG_20200206_114443.jpg,bottle
626,IMG_20200206_114443.jpg,cup
627,IMG_20200206_114443.jpg,chair
628,IMG_20200206_114443.jpg,dining table
629,IMG_20200206_114443.jpg,laptop
630,IMG_20200206_114443.jpg,book
631,snapshot_016.bmp,wall
632,snapshot_016.bmp,person
633,PHOTO-2023-10-24-16-06-49-1.jpg,sand
634,PHOTO-2023-10-24-16-06-49-1.jpg,ceiling
635,PHOTO-2023-10-24-16-06-49-1.jpg,table
636,PHOTO-2023-10-24-16-06-49-1.jpg,dirt
637,PHOTO-2023-10-24-16-06-49-1.jpg,wall
638,PHOTO-2023-10-24-16-06-49-1.jpg,person
639,PHOTO-2023-10-24-16-06-49-1.jpg,car
640,PHOTO-2023-10-24-16-06-49-1.jpg,truck
641,PHOTO-2023-10-24-16-06-50-1.jpg,sand
642,PHOTO-2023-10-24-16-06-50-1.jpg,wall-stone
643,PHOTO-2023-10-24-16-06-50-1.jpg,sky
644,PHOTO-2023-10-24-16-06-50-1.jpg,dirt
645,PHOTO-2023-10-24-16-06-50-1.jpg,building
646,PHOTO-2023-10-24-16-06-50-1.jpg,person
647,IMG-20230227-WA0134.jpg,door-stuff
648,IMG-20230227-WA0134.jpg,table
649,IMG-20230227-WA0134.jpg,floor
650,IMG-20230227-WA0134.jpg,wall
651,IMG-20230227-WA0134.jpg,person
652,IMG-20230227-WA0134.jpg,bottle
653,IMG-20230227-WA0134.jpg,cup
654,IMG-20230227-WA0134.jpg,chair
655,IMG-20230227-WA0134.jpg,dining table
656,PHOTO-2023-10-24-16-07-01.jpg,ceiling
657,PHOTO-2023-10-24-16-07-01.jpg,floor
658,PHOTO-2023-10-24-16-07-01.jpg,wall
659,PHOTO-2023-10-24-16-07-01.jpg,person
660,PHOTO-2023-10-24-16-07-01.jpg,chair
661,IMG_20230504_071228.jpg,sand
662,IMG_20230504_071228.jpg,wall
663,IMG_20230504_071228.jpg,person
664,IMG_20230504_071228.jpg,motorcycle
665,PHOTO-2023-10-24-16-06-54.jpg,sand
666,PHOTO-2023-10-24-16-06-54.jpg,sky
667,PHOTO-2023-10-24-16-06-54.jpg,person
668,SAM_9412.JPG,table
669,SAM_9412.JPG,floor
670,SAM_9412.JPG,paper
671,SAM_9412.JPG,person
672,SAM_9412.JPG,bottle
673,snapshot_003.bmp,water
674,snapshot_003.bmp,sky
675,snapshot_003.bmp,person
676,PHOTO-2023-10-24-16-07-16-1.jpg,wall
677,PHOTO-2023-10-24-16-07-16-1.jpg,person
678,IMG_20200808_141112.jpg,banner
679,IMG_20200808_141112.jpg,sand
680,IMG_20200808_141112.jpg,wall-brick
681,IMG_20200808_141112.jpg,sky
682,IMG_20200808_141112.jpg,dirt
683,IMG_20200808_141112.jpg,building
684,IMG_20200808_141112.jpg,person
685,GOPR1943.JPG,sand
686,GOPR1943.JPG,sky
687,GOPR1943.JPG,person
688,PHOTO-2023-10-24-16-07-22.jpg,sand
689,PHOTO-2023-10-24-16-07-22.jpg,sky
690,PHOTO-2023-10-24-16-07-22.jpg,person
691,PHOTO-2023-10-24-16-07-22.jpg,handbag
692,PHOTO-2023-10-24-16-07-00.jpg,sand
693,PHOTO-2023-10-24-16-07-00.jpg,dirt
694,PHOTO-2023-10-24-16-07-00.jpg,person
695,PHOTO-2023-12-08-12-38-36.jpg,road
696,PHOTO-2023-12-08-12-38-36.jpg,sky
697,PHOTO-2023-12-08-12-38-36.jpg,pavement
698,PHOTO-2023-12-08-12-38-36.jpg,building
699,PHOTO-2023-12-08-12-38-36.jpg,person
700,PHOTO-2023-12-08-12-38-36.jpg,motorcycle
701,PHOTO-2023-12-08-12-38-36.jpg,bus
702,PHOTO-2023-12-08-12-38-36.jpg,suitcase
703,PHOTO-2023-10-24-16-07-18.jpg,sand
704,PHOTO-2023-10-24-16-07-18.jpg,person
705,PHOTO-2023-10-24-16-06-49-2.jpg,banner
706,PHOTO-2023-10-24-16-06-49-2.jpg,cardboard
707,PHOTO-2023-10-24-16-06-49-2.jpg,wall-wood
708,PHOTO-2023-10-24-16-06-49-2.jpg,dirt
709,PHOTO-2023-10-24-16-06-49-2.jpg,paper
710,PHOTO-2023-10-24-16-06-49-2.jpg,wall
711,PHOTO-2023-10-24-16-06-49-2.jpg,person
712,PHOTO-2023-10-30-12-29-20-1.jpg,sky
713,PHOTO-2023-10-30-12-29-20-1.jpg,dirt
714,PHOTO-2023-10-30-12-29-20-1.jpg,person
715,PHOTO-2023-10-30-12-29-20-1.jpg,truck
716,PHOTO-2023-12-08-12-38-30.jpg,cardboard
717,PHOTO-2023-12-08-12-38-30.jpg,road
718,PHOTO-2023-12-08-12-38-30.jpg,sky
719,PHOTO-2023-12-08-12-38-30.jpg,pavement
720,PHOTO-2023-12-08-12-38-30.jpg,paper
721,PHOTO-2023-12-08-12-38-30.jpg,building
722,PHOTO-2023-12-08-12-38-30.jpg,wall
723,PHOTO-2023-12-08-12-38-30.jpg,person
724,PHOTO-2023-12-08-12-38-30.jpg,car
725,PHOTO-2023-12-08-12-38-30.jpg,motorcycle
726,PHOTO-2023-12-08-12-38-30.jpg,bench
727,PHOTO-2023-12-08-12-38-30.jpg,backpack
728,GOPR1940.JPG,sand
729,GOPR1940.JPG,sky
730,GOPR1940.JPG,person
731,GOPR1967.JPG,sand
732,GOPR1967.JPG,sky
733,GOPR1967.JPG,person
734,GOPR1967.JPG,motorcycle
735,IMG_20200808_125952.jpg,sand
736,IMG_20200808_125952.jpg,dirt
737,IMG_20200808_125952.jpg,wall
738,IMG_20200808_125952.jpg,person
739,IMG_20200808_125952.jpg,motorcycle
740,PHOTO-2023-10-24-16-07-06-1.jpg,ceiling
741,PHOTO-2023-10-24-16-07-06-1.jpg,floor
742,PHOTO-2023-10-24-16-07-06-1.jpg,wall
743,PHOTO-2023-10-24-16-07-06-1.jpg,person
744,PHOTO-2023-10-24-16-07-06-1.jpg,sports ball
745,PHOTO-2023-10-24-16-07-06-1.jpg,chair
746,PHOTO-2023-10-24-16-06-56-1.jpg,window-blind
747,PHOTO-2023-10-24-16-06-56-1.jpg,window
748,PHOTO-2023-10-24-16-06-56-1.jpg,wall
749,PHOTO-2023-10-24-16-06-56-1.jpg,person
750,PHOTO-2023-10-24-16-06-56-1.jpg,bottle
751,PHOTO-2023-10-24-16-06-56-1.jpg,laptop
752,IMG_20200808_132412.jpg,banner
753,IMG_20200808_132412.jpg,sand
754,IMG_20200808_132412.jpg,tent
755,IMG_20200808_132412.jpg,wall-brick
756,IMG_20200808_132412.jpg,ceiling
757,IMG_20200808_132412.jpg,dirt
758,IMG_20200808_132412.jpg,wall
759,IMG_20200808_132412.jpg,person
760,IMG_20200808_132412.jpg,chair
761,IMG_4205.JPG,sky
762,IMG_4205.JPG,person
763,IMG_4205.JPG,motorcycle
764,IMG_4205.JPG,bottle
765,PHOTO-2023-10-30-12-29-06.jpg,banner
766,PHOTO-2023-10-30-12-29-06.jpg,dirt
767,PHOTO-2023-10-30-12-29-06.jpg,building
768,PHOTO-2023-10-30-12-29-06.jpg,wall
769,PHOTO-2023-10-30-12-29-06.jpg,person
770,PHOTO-2023-10-30-12-29-06.jpg,backpack
771,PHOTO-2023-10-24-16-07-21-2.jpg,floor
772,PHOTO-2023-10-24-16-07-21-2.jpg,wall
773,PHOTO-2023-10-24-16-07-21-2.jpg,person
774,PHOTO-2023-10-24-16-07-21-2.jpg,chair
775,PHOTO-2023-10-24-16-07-21-2.jpg,dining table
776,PHOTO-2023-10-24-16-07-09.jpg,sand
777,PHOTO-2023-10-24-16-07-09.jpg,sky
778,PHOTO-2023-10-24-16-07-09.jpg,rock
779,PHOTO-2023-10-24-16-07-09.jpg,person
780,PHOTO-2023-10-24-16-06-47.jpg,wall-tile
781,PHOTO-2023-10-24-16-06-47.jpg,table
782,PHOTO-2023-10-24-16-06-47.jpg,floor
783,PHOTO-2023-10-24-16-06-47.jpg,paper
784,PHOTO-2023-10-24-16-06-47.jpg,wall
785,PHOTO-2023-10-24-16-06-47.jpg,person
786,PHOTO-2023-10-24-16-06-47.jpg,book
787,IMG_4203.JPG,road
788,IMG_4203.JPG,sky
789,IMG_4203.JPG,person
790,IMG_4203.JPG,truck
791,PHOTO-2023-10-24-16-07-10-1.jpg,sand
792,PHOTO-2023-10-24-16-07-10-1.jpg,person
793,PHOTO-2023-10-24-16-07-10-1.jpg,motorcycle
794,PHOTO-2023-10-24-16-07-07-1.jpg,sand
795,PHOTO-2023-10-24-16-07-07-1.jpg,sky
796,PHOTO-2023-10-24-16-07-07-1.jpg,person
797,PHOTO-2023-10-24-16-07-07-1.jpg,truck
798,PHOTO-2023-10-24-16-07-14.jpg,sand
799,PHOTO-2023-10-24-16-07-14.jpg,wall
800,PHOTO-2023-10-24-16-07-14.jpg,person
801,PHOTO-2023-10-24-16-07-08.jpg,wall
802,PHOTO-2023-10-24-16-07-08.jpg,person
803,IMG_20200206_101843.jpg,banner
804,IMG_20200206_101843.jpg,door-stuff
805,IMG_20200206_101843.jpg,ceiling
806,IMG_20200206_101843.jpg,floor
807,IMG_20200206_101843.jpg,wall
808,IMG_20200206_101843.jpg,person
809,IMG_20200206_101843.jpg,bottle
810,IMG_20200206_101843.jpg,chair
811,IMG_20200206_101843.jpg,dining table
812,PHOTO-2023-10-24-16-06-58-2.jpg,sand
813,PHOTO-2023-10-24-16-06-58-2.jpg,sky
814,PHOTO-2023-10-24-16-06-58-2.jpg,person
815,PHOTO-2023-10-24-16-06-58-2.jpg,bus
816,snapshot_013.bmp,sand
817,snapshot_013.bmp,tree
818,snapshot_013.bmp,sky
819,snapshot_013.bmp,person
820,PHOTO-2023-10-24-16-07-18-1.jpg,sand
821,PHOTO-2023-10-24-16-07-18-1.jpg,tree
822,PHOTO-2023-10-24-16-07-18-1.jpg,sky
823,PHOTO-2023-10-24-16-07-18-1.jpg,person
824,PHOTO-2023-10-24-16-07-18-1.jpg,car
825,PHOTO-2023-10-24-16-07-18-1.jpg,handbag
826,PHOTO-2023-10-24-16-07-18-1.jpg,cup
827,PHOTO-2023-10-24-16-06-53.jpg,sand
828,PHOTO-2023-10-24-16-06-53.jpg,tree
829,PHOTO-2023-10-24-16-06-53.jpg,wall
830,PHOTO-2023-10-24-16-06-53.jpg,person
831,PHOTO-2023-10-24-16-06-53.jpg,truck
832,PHOTO-2023-10-24-16-06-53.jpg,chair
833,PHOTO-2023-10-24-15-39-18-2.jpg,sand
834,PHOTO-2023-10-24-15-39-18-2.jpg,sky
835,PHOTO-2023-10-24-15-39-18-2.jpg,dirt
836,PHOTO-2023-10-24-15-39-18-2.jpg,person
837,PHOTO-2023-10-24-15-39-18-2.jpg,car
838,PHOTO-2023-10-24-15-39-18-2.jpg,truck
839,PHOTO-2023-10-24-15-39-18-2.jpg,backpack
840,PHOTO-2023-10-24-16-07-11.jpg,sand
841,PHOTO-2023-10-24-16-07-11.jpg,sky
842,PHOTO-2023-10-24-16-07-11.jpg,person
843,PHOTO-2023-10-24-16-07-11.jpg,backpack
844,PHOTO-2023-10-24-16-07-11.jpg,handbag
845,IMG_20220410_223740.jpg,floor
846,IMG_20220410_223740.jpg,wall
847,IMG_20220410_223740.jpg,rug
848,IMG_20220410_223740.jpg,person
849,IMG_20220410_223740.jpg,bottle
850,IMG_20220410_223740.jpg,cell phone
851,PHOTO-2023-10-24-15-39-22-1.jpg,sand
852,PHOTO-2023-10-24-15-39-22-1.jpg,sky
853,PHOTO-2023-10-24-15-39-22-1.jpg,person
854,IMG_20230501_122155.jpg,door-stuff
855,IMG_20230501_122155.jpg,sand
856,IMG_20230501_122155.jpg,wall-stone
857,IMG_20230501_122155.jpg,sky
858,IMG_20230501_122155.jpg,wall
859,IMG_20230501_122155.jpg,person
860,IMG_20230501_122155.jpg,handbag
861,IMG_20230503_194708.jpg,tree
862,IMG_20230503_194708.jpg,ceiling
863,IMG_20230503_194708.jpg,paper
864,IMG_20230503_194708.jpg,wall
865,IMG_20230503_194708.jpg,person
866,IMG_20230503_194708.jpg,cup
867,IMG_20230503_194708.jpg,chair
868,PHOTO-2023-10-24-16-07-09-1.jpg,wall-stone
869,PHOTO-2023-10-24-16-07-09-1.jpg,tree
870,PHOTO-2023-10-24-16-07-09-1.jpg,food
871,PHOTO-2023-10-24-16-07-09-1.jpg,rock
872,PHOTO-2023-10-24-16-07-09-1.jpg,wall
873,PHOTO-2023-10-24-16-07-09-1.jpg,person
874,snapshot_005.bmp,sky
875,snapshot_005.bmp,mountain
876,snapshot_005.bmp,grass
877,snapshot_005.bmp,dirt
878,snapshot_005.bmp,person
879,SAM_0040.JPG,cardboard
880,SAM_0040.JPG,tree
881,SAM_0040.JPG,floor
882,SAM_0040.JPG,dirt
883,SAM_0040.JPG,food
884,SAM_0040.JPG,wall
885,SAM_0040.JPG,person
886,SAM_0040.JPG,chair
887,SAM_0040.JPG,potted plant
888,PHOTO-2023-10-24-16-07-16.jpg,sand
889,PHOTO-2023-10-24-16-07-16.jpg,sky
890,PHOTO-2023-10-24-16-07-16.jpg,building
891,PHOTO-2023-10-24-16-07-16.jpg,rock
892,PHOTO-2023-10-24-16-07-16.jpg,wall
893,PHOTO-2023-10-24-16-07-16.jpg,person
894,snapshot_018.bmp,tree
895,snapshot_018.bmp,sky
896,snapshot_018.bmp,grass
897,snapshot_018.bmp,dirt
898,snapshot_018.bmp,person
899,PHOTO-2023-10-24-16-06-55.jpg,sky
900,PHOTO-2023-10-24-16-06-55.jpg,dirt
901,PHOTO-2023-10-24-16-06-55.jpg,person
902,snapshot_010.bmp,tree
903,snapshot_010.bmp,sky
904,snapshot_010.bmp,grass
905,snapshot_010.bmp,dirt
906,snapshot_010.bmp,person
907,PHOTO-2023-10-24-16-07-20-1.jpg,sand
908,PHOTO-2023-10-24-16-07-20-1.jpg,sky
909,PHOTO-2023-10-24-16-07-20-1.jpg,person
910,PHOTO-2023-10-24-16-07-20-1.jpg,handbag
911,PHOTO-2023-10-24-15-45-02.jpg,sand
912,PHOTO-2023-10-24-15-45-02.jpg,sky
913,PHOTO-2023-10-24-15-45-02.jpg,person
914,PHOTO-2023-10-24-16-07-02.jpg,door-stuff
915,PHOTO-2023-10-24-16-07-02.jpg,window
916,PHOTO-2023-10-24-16-07-02.jpg,floor
917,PHOTO-2023-10-24-16-07-02.jpg,pavement
918,PHOTO-2023-10-24-16-07-02.jpg,wall
919,PHOTO-2023-10-24-16-07-02.jpg,person
920,PHOTO-2023-10-24-16-07-17-1.jpg,sand
921,PHOTO-2023-10-24-16-07-17-1.jpg,wall-stone
922,PHOTO-2023-10-24-16-07-17-1.jpg,tree
923,PHOTO-2023-10-24-16-07-17-1.jpg,dirt
924,PHOTO-2023-10-24-16-07-17-1.jpg,food
925,PHOTO-2023-10-24-16-07-17-1.jpg,wall
926,PHOTO-2023-10-24-16-07-17-1.jpg,person
927,PHOTO-2023-10-24-16-06-50.jpg,sand
928,PHOTO-2023-10-24-16-06-50.jpg,sky
929,PHOTO-2023-10-24-16-06-50.jpg,building
930,PHOTO-2023-10-24-16-06-50.jpg,rock
931,PHOTO-2023-10-24-16-06-50.jpg,person
932,PHOTO-2023-10-24-16-06-50.jpg,car
933,PHOTO-2023-10-24-16-06-50.jpg,backpack
934,PHOTO-2023-10-24-16-06-50.jpg,suitcase
935,IMG_20200206_114513.jpg,banner
936,IMG_20200206_114513.jpg,wall
937,IMG_20200206_114513.jpg,person
938,IMG_20200206_114513.jpg,bottle
939,IMG_20200206_114513.jpg,chair
940,IMG_20200206_114513.jpg,dining table
941,IMG_20200808_121417.jpg,floor
942,IMG_20200808_121417.jpg,pavement
943,IMG_20200808_121417.jpg,wall
944,IMG_20200808_121417.jpg,person
945,PHOTO-2023-10-30-12-29-12-1.jpg,sky
946,PHOTO-2023-10-30-12-29-12-1.jpg,pavement
947,PHOTO-2023-10-30-12-29-12-1.jpg,person
948,PHOTO-2023-10-30-12-29-12-1.jpg,car
949,PHOTO-2023-10-30-12-29-12-1.jpg,bus
950,PHOTO-2023-10-30-12-29-12-1.jpg,truck
951,PHOTO-2023-10-30-12-29-12-1.jpg,chair
952,IMG_20230503_100418.jpg,sand
953,IMG_20230503_100418.jpg,wall
954,IMG_20230503_100418.jpg,person
955,IMG_20230503_100418.jpg,chair
956,PHOTO-2023-10-24-16-07-21.jpg,sand
957,PHOTO-2023-10-24-16-07-21.jpg,sky
958,PHOTO-2023-10-24-16-07-21.jpg,person
959,PHOTO-2023-10-24-16-07-21.jpg,car
960,PHOTO-2023-10-24-16-07-08-1.jpg,sand
961,PHOTO-2023-10-24-16-07-08-1.jpg,sky
962,PHOTO-2023-10-24-16-07-08-1.jpg,person
963,PHOTO-2023-10-24-15-39-21.jpg,sand
964,PHOTO-2023-10-24-15-39-21.jpg,sky
965,PHOTO-2023-10-24-15-39-21.jpg,pavement
966,PHOTO-2023-10-24-15-39-21.jpg,dirt
967,PHOTO-2023-10-24-15-39-21.jpg,building
968,PHOTO-2023-10-24-15-39-21.jpg,wall
969,PHOTO-2023-10-24-15-39-21.jpg,person
970,PHOTO-2023-10-24-15-39-21.jpg,truck
971,GOPR1921.JPG,sand
972,GOPR1921.JPG,sky
973,GOPR1921.JPG,person
